Purchase ID,Customer Name,Age,Gender,City,Car Brand,Car Model,Fuel Type,Transmission,Purchase Date,Price,Loan Taken,Down Payment ,Loan Provider,Annual Income,Previous Car Owned,Customer Satisfaction Score
PUR104809,Anna,20,Male,Hamburg,BMW,A3,Diesel,Manual,5/27/2023,"€ 19,567.15",No,"€ 14,818.00",Commerzbank,"€ 67,578.00",No,5
PUR104810,Anna,24,Male,Other,Mercedes,Golf,Electric,Manual,5/3/2024,"€ 32,698.12",Yes,"€ 12,016.00",None,"€ 85,409.00",Yes,2
PUR104811,Anna,57,Male,Munich,Volkswagen,Golf,Petrol,Manual,3/11/2023,"€ 23,396.44",Yes,"€ 4,792.00",Deutsche Bank,"€ 68,299.00",No,4
PUR104812,Felix,50,Male,Berlin,Porsche,911,Petrol,Automatic,7/18/2022,"€ 26,992.79",No,"€ 6,941.00",Commerzbank,"€ 58,684.00",Yes,3
PUR104814,Felix,55,Female,Hamburg,BMW,Octavia,Petrol,Manual,7/6/2023,"€ 23,682.41",No,"€ 3,756.00",Commerzbank,"€ 70,941.00",Yes,3
PUR104815,Julia,36,Female,Other,Audi,Insignia,Petrol,Automatic,9/8/2024,"€ 21,941.39",Yes,"€ 3,746.00",Deutsche Bank,"€ 35,921.00",No,5
PUR104816,Hans,58,Male,Frankfurt,Volkswagen,911,Petrol,Manual,9/19/2024,"€ 31,284.01",Yes,"€ 7,322.00",Deutsche Bank,"€ 40,724.00",No,1
PUR104817,Felix,49,Male,Munich,BMW,Golf,Diesel,Automatic,2/14/2021,"€ 20,425.63",No,"€ 8,535.00",Deutsche Bank,"€ 89,131.00",No,5
PUR104818,Tim,61,Female,Berlin,Mercedes,C-Class,Diesel,Manual,12/3/2024,"€ 8,000.00",Yes,"€ 10,720.00",Deutsche Bank,"€ 66,497.00",Yes,4
PUR104819,Lukas,79,Male,Berlin,Audi,Passat,Petrol,Automatic,1/29/2024,"€ 36,720.44",Yes,"€ 6,090.00",Commerzbank,"€ 70,824.00",No,4
PUR104820,Tim,72,Male,Munich,Audi,A3,Petrol,Automatic,11/9/2023,"€ 35,528.38",Yes,"€ 11,582.00",Deutsche Bank,"€ 105,734.00",No,2
PUR104821,Anna,57,Male,Stuttgart,BMW,911,Electric,Manual,12/6/2021,"€ 19,071.17",Yes,"€ 2,536.00",Commerzbank,"€ 55,458.00",Yes,4
PUR104822,Anna,70,Female,Berlin,Audi,Octavia,Diesel,Manual,9/22/2022,"€ 23,496.91",Yes,"€ 6,741.00",Volksbank,"€ 103,670.00",No,3
PUR104823,Anna,62,Male,Hamburg,Volkswagen,Insignia,Diesel,Manual,1/8/2024,"€ 14,145.75",No,"€ 13,440.00",Deutsche Bank,"€ 24,400.00",Yes,3
PUR104824,Lukas,60,Male,Hamburg,Volkswagen,C-Class,Electric,Manual,9/11/2022,"€ 43,204.72",Yes,"€ 7,276.00",Deutsche Bank,"€ 68,209.00",Yes,3
PUR104825,Hans,53,Male,Hamburg,Audi,Octavia,Electric,Automatic,4/7/2023,"€ 34,839.47",Yes,"€ 9,079.00",Deutsche Bank,"€ 50,218.00",No,4
PUR104826,Anna,44,Female,Berlin,Volkswagen,Passat,Petrol,Manual,3/4/2023,"€ 17,670.59",Yes,"€ 9,994.00",Deutsche Bank,"€ 43,372.00",Yes,2
PUR104827,Lukas,64,Male,Hamburg,BMW,A3,Diesel,Manual,5/14/2021,"€ 29,158.49",No,"€ 7,251.00",Volksbank,"€ 88,469.00",No,4
PUR104828,Anna,59,Male,Frankfurt,BMW,Golf,Diesel,Automatic,1/31/2021,"€ 11,099.69",Yes,"€ 10,764.00",Commerzbank,"€ 110,936.00",Yes,2
PUR104829,Hans,24,Female,Cologne,Mercedes,Octavia,Hybrid,Automatic,11/14/2023,"€ 17,572.90",Yes,"€ 12,137.00",Deutsche Bank,"€ 38,537.00",Yes,4
PUR104830,Sophie,35,Female,Munich,BMW,Insignia,Electric,Manual,6/27/2021,"€ 31,391.15",No,"€ 13,061.00",Deutsche Bank,"€ 21,711.00",Yes,3
PUR104831,Anna,32,Male,Munich,Audi,Golf,Petrol,Automatic,11/16/2023,"€ 8,000.00",Yes,"€ 8,342.00",Deutsche Bank,"€ 42,237.00",No,5
PUR104832,Felix,44,Female,Munich,Volkswagen,Passat,Electric,Automatic,2/24/2021,"€ 23,350.21",Yes,"€ 12,782.00",Volksbank,"€ 42,890.00",No,3
PUR104833,Anna,60,Male,Munich,Opel,C-Class,Petrol,Manual,7/9/2024,"€ 31,848.50",Yes,"€ 9,151.00",Volksbank,"€ 70,414.00",Yes,1
PUR104834,Tim,64,Female,Hamburg,BMW,Passat,Petrol,Manual,5/24/2023,"€ 15,631.63",Yes,"€ 14,112.00",Volksbank,"€ 83,845.00",No,4
PUR104835,Tim,48,Male,Munich,BMW,Passat,Petrol,Manual,11/26/2021,"€ 21,038.04",Yes,"€ 1,172.00",Volksbank,"€ 117,784.00",No,5
PUR104836,Felix,19,Male,Berlin,Mercedes,911,Petrol,Manual,12/7/2022,"€ 44,664.79",Yes,"€ 4,429.00",Deutsche Bank,"€ 92,835.00",No,4
PUR104837,Felix,31,Male,Frankfurt,Mercedes,C-Class,Petrol,Manual,4/23/2023,"€ 18,523.69",Yes,"€ 9,694.00",Volksbank,"€ 67,132.00",No,4
PUR104838,Anna,45,Female,Stuttgart,Volkswagen,Golf,Diesel,Manual,6/13/2021,"€ 33,147.80",Yes,"€ 2,667.00",Commerzbank,"€ 75,988.00",No,2
PUR104839,Laura,23,Male,Stuttgart,BMW,Golf,Petrol,Automatic,11/18/2023,"€ 35,292.58",Yes,"€ 4,542.00",Deutsche Bank,"€ 60,120.00",No,4
PUR104840,Laura,40,Male,Munich,Volkswagen,Passat,Electric,Automatic,8/2/2021,"€ 40,832.46",No,"€ 9,313.00",Commerzbank,"€ 23,040.00",Yes,2
PUR104841,Tim,46,Female,Hamburg,Volkswagen,Octavia,Diesel,Manual,4/2/2023,"€ 31,737.02",Yes,"€ 13,170.00",None,"€ 62,433.00",No,2
PUR104842,Anna,46,Female,Munich,Porsche,911,Petrol,Automatic,1/2/2023,"€ 32,917.24",Yes,"€ 12,164.00",Deutsche Bank,"€ 38,249.00",Yes,4
PUR104843,Julia,41,Male,Frankfurt,BMW,911,Petrol,Manual,4/24/2022,"€ 9,311.38",No,"€ 9,974.00",Commerzbank,"€ 56,444.00",No,4
PUR104844,Anna,54,Male,Munich,Skoda,Insignia,Diesel,Manual,8/23/2022,"€ 10,915.70",Yes,"€ 13,753.00",Deutsche Bank,"€ 119,557.00",No,2
PUR104845,Hans,27,Male,Munich,BMW,911,Petrol,Manual,10/23/2021,"€ 24,630.38",Yes,"€ 12,512.00",Commerzbank,"€ 24,209.00",Yes,4
PUR104846,Anna,29,Male,Other,Mercedes,X5,Petrol,Manual,11/5/2024,"€ 22,998.05",No,"€ 1,535.00",Volksbank,"€ 53,385.00",Yes,3
PUR104847,Julia,29,Male,Hamburg,BMW,C-Class,Petrol,Manual,4/27/2021,"€ 43,024.80",Yes,"€ 7,123.00",Deutsche Bank,"€ 80,510.00",No,2
PUR104848,Julia,64,Male,Hamburg,BMW,Insignia,Petrol,Manual,1/27/2022,"€ 36,765.54",Yes,"€ 2,004.00",Commerzbank,"€ 51,248.00",No,4
PUR104849,Hans,28,Female,Berlin,Audi,A3,Petrol,Manual,1/6/2021,"€ 17,795.29",Yes,"€ 5,887.00",Commerzbank,"€ 92,361.00",Yes,4
PUR104850,Anna,50,Female,Stuttgart,BMW,X5,Electric,Automatic,1/19/2023,"€ 36,735.61",Yes,"€ 2,470.00",None,"€ 72,849.00",No,5
PUR104851,Julia,41,Male,Munich,Audi,A3,Diesel,Manual,5/10/2023,"€ 42,226.82",Yes,"€ 1,116.00",Deutsche Bank,"€ 75,414.00",No,3
PUR104852,Felix,71,Male,Hamburg,Volkswagen,Octavia,Petrol,Automatic,4/1/2023,"€ 22,388.93",Yes,"€ 11,253.00",None,"€ 66,016.00",No,4
PUR104853,Felix,62,Male,Stuttgart,Volkswagen,911,Electric,Manual,10/6/2021,"€ 12,234.68",Yes,"€ 1,033.00",Deutsche Bank,"€ 54,858.00",No,3
PUR104854,Hans,41,Female,Munich,Volkswagen,X5,Petrol,Manual,9/29/2022,"€ 27,141.04",Yes,"€ 3,532.00",Deutsche Bank,"€ 49,712.00",Yes,5
PUR104855,Felix,65,Male,Berlin,Porsche,Passat,Petrol,Manual,9/30/2024,"€ 19,670.75",No,"€ 10,874.00",Volksbank,"€ 39,722.00",No,4
PUR104856,Felix,72,Male,Munich,BMW,A3,Electric,Automatic,2/11/2022,"€ 15,337.12",No,"€ 10,991.00",Volksbank,"€ 31,653.00",Yes,4
PUR104857,Hans,70,Male,Berlin,Opel,A3,Diesel,Automatic,9/21/2022,"€ 25,476.26",Yes,"€ 6,275.00",Deutsche Bank,"€ 68,277.00",No,3
PUR104858,Felix,46,Male,Frankfurt,BMW,911,Petrol,Automatic,11/15/2021,"€ 24,238.97",No,"€ 4,021.00",Volksbank,"€ 91,656.00",No,3
PUR104859,Julia,54,Female,Berlin,Audi,Octavia,Diesel,Manual,6/2/2024,"€ 24,357.87",Yes,"€ 10,300.00",None,"€ 40,312.00",No,3
PUR104860,Lukas,62,Female,Cologne,Opel,Passat,Petrol,Manual,4/5/2023,"€ 38,722.44",Yes,"€ 9,749.00",Commerzbank,"€ 37,065.00",No,3
PUR104861,Julia,74,Male,Munich,Volkswagen,Insignia,Petrol,Automatic,4/4/2021,"€ 12,258.08",Yes,"€ 11,231.00",Deutsche Bank,"€ 43,356.00",Yes,3
PUR104862,Laura,42,Male,Hamburg,Mercedes,Insignia,Electric,Manual,12/30/2024,"€ 32,883.50",Yes,"€ 12,329.00",Commerzbank,"€ 35,771.00",No,3
PUR104863,Tim,64,Male,Munich,BMW,Golf,Petrol,Automatic,12/24/2022,"€ 19,899.34",Yes,"€ 12,341.00",Deutsche Bank,"€ 30,509.00",Yes,2
PUR104864,Felix,39,Male,Frankfurt,Skoda,Golf,Petrol,Automatic,6/29/2023,"€ 8,000.00",Yes,"€ 9,607.00",None,"€ 23,201.00",No,5
PUR104865,Sophie,57,Female,Munich,BMW,C-Class,Diesel,Manual,8/27/2021,"€ 45,088.25",Yes,"€ 3,662.00",Deutsche Bank,"€ 74,500.00",Yes,4
PUR104866,Julia,66,Male,Munich,BMW,Passat,Petrol,Manual,12/19/2021,"€ 27,203.82",No,"€ 3,833.00",Deutsche Bank,"€ 87,843.00",Yes,4
PUR104867,Felix,40,Male,Munich,BMW,Octavia,Petrol,Manual,6/27/2021,"€ 24,153.13",Yes,"€ 13,251.00",Deutsche Bank,"€ 32,481.00",No,5
PUR104868,Felix,63,Male,Hamburg,Audi,X5,Petrol,Automatic,9/10/2024,"€ 38,498.44",Yes,"€ 12,711.00",Deutsche Bank,"€ 94,269.00",No,4
PUR104869,Julia,65,Female,Cologne,Audi,Passat,Diesel,Manual,7/17/2021,"€ 19,367.85",Yes,"€ 5,612.00",Volksbank,"€ 32,205.00",No,3
PUR104870,Laura,42,Female,Berlin,Mercedes,X5,Electric,Manual,11/3/2021,"€ 23,531.15",Yes,"€ 11,483.00",Deutsche Bank,"€ 89,840.00",Yes,5
PUR104871,Anna,43,Female,Hamburg,Volkswagen,C-Class,Petrol,Manual,2/15/2022,"€ 20,958.14",Yes,"€ 2,173.00",Deutsche Bank,"€ 111,302.00",No,4
PUR104872,Lukas,71,Female,Berlin,Mercedes,C-Class,Electric,Automatic,5/18/2021,"€ 32,126.99",No,"€ 10,890.00",Deutsche Bank,"€ 95,969.00",Yes,4
PUR104873,Laura,43,Male,Hamburg,Volkswagen,C-Class,Electric,Manual,1/16/2022,"€ 18,982.57",Yes,"€ 5,426.00",Commerzbank,"€ 29,849.00",Yes,3
PUR104874,Hans,38,Male,Frankfurt,Skoda,Passat,Petrol,Manual,8/20/2022,"€ 22,260.84",Yes,"€ 7,851.00",Volksbank,"€ 69,231.00",No,4
PUR104875,Tim,33,Female,Berlin,Mercedes,C-Class,Petrol,Automatic,6/7/2021,"€ 38,676.60",No,"€ 2,899.00",Commerzbank,"€ 35,537.00",No,3
PUR104876,Lukas,63,Male,Hamburg,Volkswagen,Octavia,Petrol,Manual,5/5/2021,"€ 36,565.62",Yes,"€ 13,261.00",Volksbank,"€ 50,716.00",No,5
PUR104877,Tim,49,Female,Frankfurt,Volkswagen,C-Class,Diesel,Manual,4/1/2023,"€ 36,946.36",Yes,"€ 7,828.00",Deutsche Bank,"€ 96,098.00",No,2
PUR104878,Julia,64,Male,Stuttgart,Skoda,A3,Petrol,Manual,7/24/2024,"€ 15,114.04",Yes,"€ 1,979.00",Volksbank,"€ 105,626.00",Yes,4
PUR104879,Sophie,63,Male,Berlin,BMW,911,Diesel,Manual,7/29/2024,"€ 26,671.94",Yes,"€ 3,479.00",Deutsche Bank,"€ 31,205.00",Yes,5
PUR104880,Lukas,72,Male,Stuttgart,Mercedes,911,Diesel,Manual,5/12/2022,"€ 22,517.49",No,"€ 8,291.00",Commerzbank,"€ 118,342.00",Yes,4
PUR104881,Anna,46,Male,Munich,Volkswagen,Insignia,Petrol,Manual,7/8/2023,"€ 22,718.32",No,"€ 7,540.00",Volksbank,"€ 65,925.00",No,5
PUR104882,Felix,44,Female,Berlin,Skoda,C-Class,Petrol,Manual,3/6/2024,"€ 32,298.46",Yes,"€ 5,606.00",Volksbank,"€ 54,935.00",No,4
PUR104883,Laura,45,Female,Berlin,Opel,911,Petrol,Manual,4/12/2024,"€ 30,722.50",Yes,"€ 10,206.00",None,"€ 105,674.00",Yes,3
PUR104884,Lukas,41,Female,Hamburg,Volkswagen,A3,Electric,Manual,8/1/2024,"€ 27,639.11",No,"€ 2,156.00",Commerzbank,"€ 58,952.00",No,5
PUR104885,Sophie,68,Female,Berlin,Volkswagen,A3,Diesel,Automatic,6/29/2021,"€ 26,477.06",No,"€ 7,959.00",Deutsche Bank,"€ 87,708.00",Yes,3
PUR104886,Hans,55,Male,Munich,Mercedes,Octavia,Hybrid,Automatic,11/28/2024,"€ 42,395.18",Yes,"€ 1,150.00",Deutsche Bank,"€ 81,217.00",Yes,5
PUR104887,Lukas,60,Male,Stuttgart,Mercedes,Golf,Petrol,Manual,4/23/2023,"€ 29,217.72",No,"€ 11,116.00",Deutsche Bank,"€ 68,957.00",No,2
PUR104888,Laura,54,Male,Frankfurt,BMW,A3,Petrol,Automatic,9/24/2021,"€ 13,097.77",Yes,"€ 6,022.00",Commerzbank,"€ 62,016.00",No,5
PUR104889,Laura,43,Female,Frankfurt,Mercedes,Octavia,Petrol,Manual,6/22/2023,"€ 25,331.53",Yes,"€ 10,693.00",None,"€ 20,658.00",Yes,4
PUR104890,Laura,65,Female,Frankfurt,Volkswagen,Insignia,Diesel,Manual,6/9/2024,"€ 37,912.32",Yes,"€ 14,241.00",Deutsche Bank,"€ 80,481.00",No,4
PUR104891,Sophie,43,Male,Hamburg,BMW,C-Class,Diesel,Manual,8/10/2022,"€ 14,414.53",Yes,"€ 10,185.00",None,"€ 29,690.00",Yes,3
PUR104892,Anna,75,Male,Other,Volkswagen,C-Class,Petrol,Automatic,4/2/2021,"€ 10,828.35",Yes,"€ 3,787.00",Deutsche Bank,"€ 61,641.00",No,2
PUR104893,Hans,67,Male,Berlin,Volkswagen,911,Electric,Automatic,1/10/2021,"€ 21,373.67",Yes,"€ 10,573.00",Deutsche Bank,"€ 80,176.00",Yes,2
PUR104894,Anna,60,Female,Hamburg,Mercedes,A3,Diesel,Automatic,10/7/2024,"€ 36,344.15",No,"€ 13,819.00",Deutsche Bank,"€ 117,889.00",No,5
PUR104895,Tim,31,Female,Frankfurt,BMW,Passat,Diesel,Automatic,10/23/2023,"€ 26,857.93",Yes,"€ 5,587.00",Volksbank,"€ 72,849.00",No,5
PUR104896,Anna,44,Female,Frankfurt,Audi,A3,Petrol,Automatic,7/20/2024,"€ 38,950.34",Yes,"€ 8,570.00",None,"€ 108,502.00",No,5
PUR104897,Tim,45,Male,Munich,Volkswagen,Passat,Hybrid,Automatic,7/27/2022,"€ 27,202.52",No,"€ 5,917.00",Deutsche Bank,"€ 80,723.00",Yes,4
PUR104898,Anna,66,Male,Berlin,Volkswagen,Octavia,Petrol,Manual,12/9/2024,"€ 8,000.00",No,"€ 14,168.00",Volksbank,"€ 30,017.00",Yes,3
PUR104899,Felix,49,Female,Berlin,Volkswagen,X5,Petrol,Manual,12/31/2024,"€ 30,465.88",No,"€ 6,267.00",Deutsche Bank,"€ 41,172.00",No,4
PUR104900,Felix,38,Female,Frankfurt,Opel,911,Diesel,Manual,11/28/2021,"€ 8,000.00",Yes,"€ 13,824.00",Commerzbank,"€ 104,281.00",No,3
PUR104901,Sophie,76,Female,Frankfurt,Mercedes,X5,Petrol,Manual,4/4/2024,"€ 30,316.88",No,"€ 10,792.00",Deutsche Bank,"€ 31,624.00",No,4
PUR104902,Hans,76,Male,Frankfurt,Mercedes,A3,Diesel,Automatic,1/17/2022,"€ 49,475.00",Yes,"€ 3,137.00",Volksbank,"€ 23,106.00",Yes,3
PUR104903,Sophie,36,Male,Berlin,Volkswagen,C-Class,Petrol,Manual,7/11/2023,"€ 31,596.45",Yes,"€ 4,060.00",Commerzbank,"€ 71,424.00",No,4
PUR104904,Hans,65,Female,Berlin,Volkswagen,Golf,Petrol,Manual,7/17/2022,"€ 8,534.08",Yes,"€ 4,665.00",Commerzbank,"€ 34,034.00",Yes,4
PUR104905,Sophie,32,Male,Frankfurt,Audi,Passat,Petrol,Manual,3/18/2022,"€ 27,527.98",Yes,"€ 1,160.00",Commerzbank,"€ 59,916.00",Yes,4
PUR104906,Sophie,47,Female,Berlin,Volkswagen,911,Electric,Manual,7/8/2022,"€ 38,437.30",Yes,"€ 14,153.00",Volksbank,"€ 30,423.00",No,2
PUR104907,Hans,39,Female,Berlin,Volkswagen,A3,Diesel,Automatic,7/4/2023,"€ 25,250.57",No,"€ 5,723.00",Volksbank,"€ 39,124.00",No,4
PUR104908,Anna,66,Female,Hamburg,Volkswagen,Octavia,Petrol,Automatic,10/9/2024,"€ 24,996.79",Yes,"€ 5,359.00",None,"€ 37,031.00",No,3
PUR104909,Anna,39,Male,Hamburg,Volkswagen,Insignia,Diesel,Manual,1/21/2021,"€ 34,111.66",Yes,"€ 6,951.00",Commerzbank,"€ 114,576.00",Yes,4
PUR104910,Sophie,51,Male,Berlin,BMW,X5,Diesel,Automatic,12/20/2023,"€ 8,000.00",Yes,"€ 3,121.00",Commerzbank,"€ 41,867.00",No,3
PUR104911,Laura,33,Male,Berlin,Volkswagen,911,Petrol,Automatic,3/5/2024,"€ 13,767.29",No,"€ 13,584.00",None,"€ 60,906.00",Yes,1
PUR104912,Sophie,60,Male,Munich,Mercedes,Insignia,Diesel,Automatic,11/16/2021,"€ 8,000.00",Yes,"€ 4,786.00",Commerzbank,"€ 35,273.00",Yes,2
PUR104913,Felix,44,Male,Berlin,Volkswagen,911,Electric,Manual,12/6/2022,"€ 21,936.91",Yes,"€ 14,650.00",Volksbank,"€ 119,403.00",Yes,4
PUR104914,Laura,59,Male,Munich,Audi,X5,Electric,Manual,5/13/2022,"€ 23,856.70",No,"€ 6,086.00",Commerzbank,"€ 34,239.00",No,4
PUR104915,Felix,55,Female,Munich,Audi,Octavia,Diesel,Automatic,3/25/2024,"€ 37,073.38",Yes,"€ 11,499.00",Commerzbank,"€ 96,562.00",Yes,5
PUR104916,Anna,18,Male,Stuttgart,Opel,Golf,Diesel,Manual,12/8/2022,"€ 13,301.05",Yes,"€ 14,789.00",Deutsche Bank,"€ 102,534.00",Yes,4
PUR104917,Tim,66,Male,Berlin,Volkswagen,Golf,Diesel,Automatic,4/21/2024,"€ 36,349.62",Yes,"€ 14,549.00",Deutsche Bank,"€ 98,270.00",No,1
PUR104918,Anna,51,Male,Munich,Audi,A3,Petrol,Manual,9/16/2022,"€ 25,873.13",Yes,"€ 5,961.00",Commerzbank,"€ 82,046.00",Yes,4
PUR104919,Lukas,53,Male,Munich,Audi,C-Class,Petrol,Automatic,7/25/2023,"€ 8,000.00",Yes,"€ 5,136.00",Commerzbank,"€ 26,152.00",No,5
PUR104920,Laura,55,Female,Munich,BMW,Golf,Petrol,Manual,12/18/2022,"€ 34,131.75",No,"€ 4,491.00",Deutsche Bank,"€ 53,867.00",No,2
PUR104921,Julia,58,Male,Berlin,Audi,Insignia,Petrol,Automatic,4/18/2024,"€ 12,571.98",Yes,"€ 10,980.00",Volksbank,"€ 86,795.00",No,4
PUR104922,Tim,28,Male,Other,Volkswagen,Insignia,Petrol,Manual,5/29/2021,"€ 17,850.83",Yes,"€ 2,105.00",None,"€ 110,650.00",No,5
PUR104923,Lukas,58,Female,Frankfurt,Mercedes,C-Class,Electric,Automatic,8/15/2022,"€ 30,486.85",Yes,"€ 10,354.00",Volksbank,"€ 45,485.00",No,5
PUR104924,Tim,40,Female,Stuttgart,Volkswagen,911,Petrol,Manual,1/17/2021,"€ 23,806.79",No,"€ 5,989.00",Deutsche Bank,"€ 31,631.00",No,3
PUR104925,Tim,18,Male,Frankfurt,Mercedes,Golf,Petrol,Manual,3/19/2023,"€ 24,989.63",Yes,"€ 14,489.00",Deutsche Bank,"€ 99,366.00",No,4
PUR104926,Laura,46,Male,Frankfurt,Skoda,X5,Diesel,Automatic,11/21/2024,"€ 31,019.57",Yes,"€ 9,539.00",Deutsche Bank,"€ 109,711.00",Yes,4
PUR104927,Laura,39,Male,Hamburg,Volkswagen,C-Class,Petrol,Manual,5/14/2021,"€ 8,000.00",Yes,"€ 8,465.00",Volksbank,"€ 40,974.00",Yes,4
PUR104928,Felix,22,Female,Berlin,Mercedes,911,Diesel,Manual,11/23/2021,"€ 32,430.98",Yes,"€ 14,204.00",Commerzbank,"€ 94,080.00",No,1
PUR104929,Lukas,39,Male,Cologne,Skoda,Insignia,Petrol,Manual,9/11/2023,"€ 33,444.07",Yes,"€ 1,284.00",Deutsche Bank,"€ 116,680.00",No,4
PUR104930,Julia,66,Female,Hamburg,Mercedes,C-Class,Petrol,Automatic,6/13/2024,"€ 18,068.42",Yes,"€ 2,770.00",Deutsche Bank,"€ 50,330.00",No,4
PUR104931,Anna,49,Female,Other,BMW,911,Petrol,Automatic,11/30/2023,"€ 35,659.51",No,"€ 12,198.00",Deutsche Bank,"€ 23,647.00",Yes,4
PUR104932,Hans,27,Female,Munich,Volkswagen,A3,Electric,Automatic,7/9/2022,"€ 17,289.47",No,"€ 7,003.00",Deutsche Bank,"€ 42,831.00",No,2
PUR104933,Anna,43,Male,Berlin,BMW,Insignia,Petrol,Automatic,4/9/2023,"€ 26,032.61",Yes,"€ 5,544.00",Deutsche Bank,"€ 47,587.00",No,5
PUR104934,Felix,44,Female,Stuttgart,BMW,X5,Diesel,Manual,2/3/2021,"€ 24,044.01",Yes,"€ 7,259.00",Volksbank,"€ 33,606.00",No,3
PUR104935,Laura,52,Female,Other,Audi,Octavia,Petrol,Manual,10/9/2024,"€ 32,674.06",No,"€ 9,776.00",Volksbank,"€ 42,327.00",No,3
PUR104936,Julia,58,Male,Hamburg,Volkswagen,X5,Diesel,Automatic,5/5/2022,"€ 19,269.33",No,"€ 9,707.00",Deutsche Bank,"€ 52,113.00",No,4
PUR104937,Laura,45,Male,Other,Audi,C-Class,Diesel,Automatic,3/18/2024,"€ 10,511.29",Yes,"€ 10,434.00",Commerzbank,"€ 65,647.00",No,4
PUR104938,Hans,63,Male,Berlin,BMW,Golf,Petrol,Manual,7/1/2021,"€ 22,201.11",No,"€ 3,178.00",Commerzbank,"€ 93,275.00",No,2
PUR104939,Sophie,42,Male,Munich,Audi,X5,Diesel,Automatic,3/13/2023,"€ 26,539.16",Yes,"€ 7,814.00",Commerzbank,"€ 52,197.00",No,2
PUR104940,Felix,55,Female,Berlin,Porsche,C-Class,Electric,Automatic,4/27/2021,"€ 20,958.79",Yes,"€ 12,253.00",None,"€ 48,174.00",Yes,2
PUR104941,Hans,29,Male,Berlin,Mercedes,911,Diesel,Manual,7/31/2023,"€ 15,637.69",Yes,"€ 6,052.00",Deutsche Bank,"€ 91,713.00",No,4
PUR104942,Tim,45,Male,Berlin,Volkswagen,C-Class,Petrol,Automatic,3/31/2023,"€ 16,308.01",Yes,"€ 4,641.00",Commerzbank,"€ 26,175.00",No,3
PUR104943,Tim,53,Female,Hamburg,Volkswagen,Passat,Electric,Manual,6/5/2024,"€ 42,569.10",Yes,"€ 3,140.00",Deutsche Bank,"€ 62,058.00",Yes,5
PUR104944,Julia,57,Female,Berlin,Opel,Insignia,Diesel,Automatic,3/31/2022,"€ 34,991.01",Yes,"€ 12,700.00",Commerzbank,"€ 71,118.00",Yes,3
PUR104945,Julia,69,Male,Frankfurt,Opel,Golf,Petrol,Manual,9/19/2024,"€ 29,955.22",No,"€ 14,087.00",Volksbank,"€ 81,620.00",No,4
PUR104946,Hans,41,Female,Berlin,Volkswagen,C-Class,Petrol,Manual,1/26/2024,"€ 18,087.13",Yes,"€ 8,976.00",None,"€ 97,767.00",No,5
PUR104947,Julia,47,Male,Other,Porsche,Insignia,Petrol,Manual,11/28/2021,"€ 24,843.43",Yes,"€ 2,324.00",Commerzbank,"€ 55,197.00",Yes,4
PUR104948,Hans,57,Male,Munich,BMW,Insignia,Petrol,Manual,10/18/2024,"€ 17,865.21",Yes,"€ 2,818.00",Deutsche Bank,"€ 29,124.00",No,4
PUR104949,Felix,47,Female,Berlin,Volkswagen,Octavia,Diesel,Automatic,12/24/2024,"€ 29,939.47",No,"€ 9,705.00",Commerzbank,"€ 107,121.00",Yes,4
PUR104950,Sophie,45,Female,Stuttgart,BMW,Insignia,Petrol,Manual,3/17/2022,"€ 9,677.09",Yes,"€ 3,024.00",Deutsche Bank,"€ 72,058.00",No,5
PUR104951,Felix,59,Female,Cologne,Mercedes,A3,Hybrid,Automatic,12/10/2021,"€ 22,943.82",Yes,"€ 13,390.00",Commerzbank,"€ 87,496.00",Yes,4
PUR104952,Tim,32,Female,Munich,BMW,Golf,Diesel,Manual,6/5/2024,"€ 12,633.38",Yes,"€ 3,050.00",Commerzbank,"€ 64,271.00",No,5
PUR104953,Julia,32,Female,Frankfurt,BMW,Insignia,Diesel,Automatic,7/11/2024,"€ 43,767.18",No,"€ 8,441.00",Volksbank,"€ 108,993.00",No,3
PUR104954,Felix,66,Male,Cologne,Volkswagen,X5,Diesel,Manual,3/15/2022,"€ 13,140.29",Yes,"€ 10,496.00",Deutsche Bank,"€ 91,208.00",No,5
PUR104955,Lukas,60,Female,Hamburg,Volkswagen,911,Diesel,Manual,7/29/2022,"€ 36,176.08",Yes,"€ 6,788.00",None,"€ 93,167.00",No,5
PUR104956,Anna,20,Male,Stuttgart,Volkswagen,Octavia,Electric,Automatic,9/3/2021,"€ 11,806.25",No,"€ 8,173.00",Deutsche Bank,"€ 105,904.00",No,4
PUR104957,Tim,40,Male,Stuttgart,BMW,Octavia,Electric,Automatic,12/15/2023,"€ 28,179.16",Yes,"€ 10,608.00",Deutsche Bank,"€ 64,204.00",Yes,3
PUR104958,Laura,64,Female,Frankfurt,Volkswagen,Golf,Electric,Manual,11/29/2022,"€ 24,677.43",Yes,"€ 10,136.00",Volksbank,"€ 35,506.00",Yes,4
PUR104959,Julia,57,Female,Munich,Volkswagen,X5,Petrol,Manual,9/27/2021,"€ 20,747.60",No,"€ 5,790.00",Commerzbank,"€ 73,068.00",No,3
PUR104960,Hans,19,Male,Munich,Volkswagen,A3,Diesel,Automatic,9/13/2024,"€ 41,179.75",Yes,"€ 3,416.00",Volksbank,"€ 34,757.00",No,3
PUR104961,Tim,48,Male,Berlin,Opel,911,Diesel,Automatic,3/23/2022,"€ 21,337.90",Yes,"€ 11,249.00",Deutsche Bank,"€ 56,789.00",No,5
